title,genre,tags,platforms,description,metacritic,released
Transistor,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, 2D, Sci-fi, Female Protagonist, Action RPG, Tactical, role-playing, Hack and Slash, Turn-Based, Short, Isometric, Cyberpunk, Music, Hand-drawn, Narration, Narrative","PC, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",transistor,83.0,2014-05-20
Layers of Fear,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, First-Person, Partial Controller Support, Horror, Exploration, Dark, Point & Click, Survival Horror, Mystery, Short, Mature, Walking Simulator, Multiple Endings, Surreal, Emotional, Interactive Fiction, Supernatural, Lovecraftian, Psychedelic, Narrative, immersive","PC, Xbox One, PlayStation 4, iOS, macOS, Linux",layers-of-fear,72.0,2016-02-16
The Stanley Parable,indie,"Singleplayer, Full controller support, Atmospheric, Story Rich, First-Person, Funny, Exploration, Comedy, Captions available, Short, Choices Matter, Walking Simulator, Multiple Endings, Surreal, Narration, Psychological, Satire, Dynamic Narration","PC, macOS, Linux",the-stanley-parable,88.0,2013-10-17
Insurgency,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, steam-trading-cards, Co-op, cooperative, First-Person, FPS, Online Co-Op, Tactical, Steam Workshop, PvP, Cross-Platform Multiplayer, Includes level editor, War, Realistic, Team-Based, Military, Competitive, Valve Anti-Cheat enabled","PC, macOS, Linux",insurgency,74.0,2014-01-22
Amnesia: A Machine for Pigs,indie,"Singleplayer, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, First-Person, Horror, Gore, Survival, Stealth, Dark, Survival Horror, controller support, Captions available, Short, Walking Simulator, Linear, Steampunk","PC, macOS, Linux",amnesia-a-machine-for-pigs,72.0,2013-09-09
Viscera Cleanup Detail: Shadow Warrior,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Co-op, cooperative, First-Person, FPS, Funny, Gore, Comedy, Split Screen, 3D Vision, Blood","PC, macOS",viscera-cleanup-detail-shadow-warrior,,2013-09-26
Trine 2: Complete Story,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Co-op, cooperative, 2D, Online Co-Op, Fantasy, Split Screen, Local Co-Op, Local Multiplayer, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, controller support, Physics, Medieval, 3D Vision","PC, PlayStation 4, Nintendo Switch, macOS, Linux",trine-2-complete-story,84.0,2013-06-05
SOMA,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, First-Person, Sci-fi, Horror, Gore, Survival, Stealth, Steam Workshop, Moddable, Survival Horror, Walking Simulator, Robots, Underwater","PC, Xbox One, PlayStation 4, macOS, Linux",soma,84.0,2015-09-21
This War of Mine,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Open World, 2D, Difficult, Survival, Stealth, Steam Workshop, Point & Click, War, Post-apocalyptic, Choices Matter, Crafting, Side Scroller, Roguelike, 2.5D","PC, Nintendo Switch, iOS, Android, macOS, Linux, PS Vita",this-war-of-mine,83.0,2014-11-14
Shadowrun Returns,indie,"Singleplayer, Atmospheric, RPG, Story Rich, Sci-fi, Fantasy, Female Protagonist, Tactical, Includes level editor, Moddable, Turn-Based, Isometric, Turn-Based Strategy, Cyberpunk, Dystopian, Kickstarter, CRPG, Crowdfunded","PC, iOS, Android, macOS, Linux",shadowrun-returns,76.0,2013-07-24
Dead Cells,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, RPG, 2D, Difficult, Pixel Graphics, Early Access, Hack and Slash, Replay Value, Side Scroller, Roguelike, Metroidvania, Roguelite, Procedural Generation, Perma Death","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",dead-cells,88.0,2018-08-07
"Papers, Please",indie,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Difficult, Steam Leaderboards, Pixel Graphics, stats, Retro, Point & Click, War, Replay Value, Multiple Endings, Dystopian, Surreal, Political, work, historical-fiction","PC, iOS, Android, macOS, Linux, PS Vita",papers-please,85.0,2013-08-08
Subnautica,indie,"Singleplayer, Multiplayer, Full controller support, Atmospheric, Open World, First-Person, Sci-fi, Horror, FPS, Exploration, Sandbox, Survival, Early Access, Crafting, Aliens, VR, online, Base Building, console, offline, Underwater, explore, Voxel, collect, alien, water, sea, food, sun, crash, health","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",subnautica,83.0,2018-01-23
FEZ,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, 2D, Exploration, Steam Leaderboards, Pixel Graphics, Controller, Retro, controller support, Cute, Mystery, 3D, Metroidvania, overlay, Relaxing, Puzzle-Platformer, 2.5D","PC, PlayStation 4, Nintendo Switch, iOS, macOS, Linux, Xbox 360, PlayStation 3, PS Vita",fez,91.0,2012-04-13
Castle Crashers,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, Co-op, cooperative, 2D, Online Co-Op, Fantasy, Funny, Steam Leaderboards, Comedy, Online multiplayer, Split Screen, Local Co-Op, Action RPG, Controller, Local Multiplayer, Cross-Platform Multiplayer, Hack and Slash, Side Scroller, Beat 'em up","PC, Nintendo Switch, macOS, Xbox 360, PlayStation 3",castle-crashers,84.0,2008-08-27
Darkest Dungeon,indie,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, RPG, 2D, Partial Controller Support, Horror, Fantasy, Difficult, Dark, role-playing, Turn-Based, controller support, Dark Fantasy, Roguelike, overlay, Roguelite, Dungeon Crawler, Kickstarter, Turn-Based Combat, Perma Death, Gothic, Lovecraftian, cloud saves","PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, PS Vita",darkest-dungeon,84.0,2016-01-18
Don't Starve,indie,"Singleplayer, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Open World, 2D, Horror, Difficult, Exploration, Sandbox, Survival, Steam Workshop, Moddable, Survival Horror, controller support, Replay Value, Crafting, Roguelike, Top-Down, Perma Death","PC, PlayStation 4, Xbox One, macOS, Linux, PlayStation 3, PS Vita, Wii U",dont-starve,79.0,2013-04-22
Chivalry: Medieval Warfare,indie,"Steam Achievements, Multiplayer, Full controller support, Atmospheric, steam-trading-cards, Co-op, cooperative, First-Person, Third Person, FPS, Gore, Difficult, Violent, Steam Workshop, PvP, Includes level editor, Hack and Slash, Historical, Team-Based, Medieval, Competitive, Valve Anti-Cheat enabled, Class-Based, Swordplay","PC, PlayStation 4, Xbox One, macOS, Linux, Xbox 360, PlayStation 3",chivalry-medieval-warfare,79.0,2012-10-16
The Binding of Isaac,indie,"Singleplayer, Steam Achievements, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, 2D, Difficult, Survival, Dark, Replay Value, Roguelike, Top-Down, Roguelite, Dungeon Crawler, Procedural Generation, Bullet Hell, Perma Death, Arena Shooter","PC, macOS",the-binding-of-isaac,84.0,2011-09-28
Guacamelee! Super Turbo Championship Edition,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative, 2D, Funny, Steam Leaderboards, Comedy, Split Screen, Local Co-Op, Local Multiplayer, Steam Workshop, Colorful, Side Scroller, Memes, Beat 'em up, Metroidvania, 4 Player Local","PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, Wii U",guacamelee-super-turbo-championship-edition,86.0,2014-07-01
SUPERHOT,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, steam-trading-cards, First-Person, Horror, FPS, Funny, Difficult, Tactical, Short, Cyberpunk, overlay, Kickstarter, Bullet Hell, Illuminati, Minimalist, cloud saves, Bullet Time, Time Manipulation, bullet-time, time-manipulation","PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, Web",superhot,82.0,2016-02-24
Goat Simulator,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Co-op, Open World, Third Person, Funny, Exploration, Steam Leaderboards, Sandbox, Comedy, Split Screen, Local Co-Op, Local Multiplayer, Steam Workshop, Includes level editor, Moddable, Family Friendly, Physics, Memes, MMORPG, Destruction","PC, PlayStation 4, Xbox One, iOS, Android, macOS, Linux, Xbox 360, PlayStation 3",goat-simulator,62.0,2014-04-01
What Remains of Edith Finch,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, First-Person, Horror, FPS, Exploration, Female Protagonist, Mystery, Short, Walking Simulator, Visual Novel","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS",what-remains-of-edith-finch,89.0,2017-04-23
Hotline Miami 2: Wrong Number,indie,"Singleplayer, Steam Achievements, Full controller support, Atmospheric, Great Soundtrack, 2D, Gore, Difficult, Steam Leaderboards, Violent, Pixel Graphics, Steam Workshop, Retro, Includes level editor, controller support, Fast-Paced, Top-Down, overlay, Blood, 1990's, Top-Down Shooter, 1980s, Level Editor","PC, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita",hotline-miami-2-wrong-number,72.0,2015-03-09
FTL: Faster Than Light,indie,"Singleplayer, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, 2D, Sci-fi, Difficult, Survival, Pixel Graphics, Space, Replay Value, Roguelike, Roguelite, Real-Time with Pause, Perma Death","PC, iOS, macOS, Linux",ftl-faster-than-light,84.0,2012-09-14
The Witness,indie,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, Open World, First-Person, Partial Controller Support, Difficult, Exploration, Sandbox, Survival, Captions available, Mystery, Colorful, Building, Walking Simulator, overlay, Relaxing, Surreal, cloud saves, Nonlinear, Philisophical","PC, Xbox One, PlayStation 4, iOS, Android, macOS",the-witness,87.0,2016-01-25
Broforce,indie,"Singleplayer, Multiplayer, Full controller support, Co-op, cooperative, 2D, Funny, Gore, Comedy, Split Screen, Local Co-Op, Pixel Graphics, Local Multiplayer, Retro, Includes level editor, controller support, Side Scroller, America","PC, PlayStation 4, Nintendo Switch, macOS, Linux",broforce,83.0,2015-10-15
Euro Truck Simulator 2,indie,"Singleplayer, Steam Achievements, Atmospheric, steam-trading-cards, RPG, Open World, First-Person, Partial Controller Support, Exploration, Sandbox, Steam Workshop, Includes level editor, Moddable, exclusive, Realistic, true exclusive, Management, Relaxing, Driving, Economy, TrackIR","PC, macOS, Linux",euro-truck-simulator-2,79.0,2012-10-19
Kingdom: Classic,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, 2D, Difficult, Female Protagonist, Survival, Pixel Graphics, Side Scroller, Roguelike, Medieval, Resource Management, Tower Defense, City Builder","PC, macOS, Linux",kingdom-classic,74.0,2015-09-21
The Forest,indie,"Singleplayer, Multiplayer, Steam Cloud, Atmospheric, Co-op, Open World, First-Person, Horror, FPS, Gore, Exploration, Sandbox, Survival, Early Access, Zombies, Survival Horror, Crafting, Realistic, Building","PC, PlayStation 4",the-forest,,2018-04-30
POSTAL 2,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Open World, First-Person, FPS, Funny, Gore, Classic, Sandbox, Comedy, Violent, Steam Workshop, Includes level editor, Moddable, exclusive, Family Friendly, Mature, true exclusive, Dark Humor, Satire","PC, macOS, Linux",postal-2,59.0,2003-04-13
A Story About My Uncle,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, First-Person, Sci-fi, Horror, Fantasy, Difficult, Family Friendly, controller support, Short, Parkour, 3D Platformer, Narration","PC, macOS, Linux",a-story-about-my-uncle,73.0,2014-05-27
To the Moon,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, 2D, Sci-fi, Funny, Female Protagonist, Action-Adventure, Pixel Graphics, Retro, Space, role-playing, Cute, Short, Walking Simulator, Parkour, Relaxing, Linear, Romance, America, Interactive Fiction, Psychological, RPGMaker, RPG Maker, Family Sharing, 2D Platformer","PC, Nintendo Switch, iOS, Android, macOS, Linux",to-the-moon,81.0,2011-01-10
Celeste,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Story Rich, 2D, Horror, Female Protagonist, celeste, xna, miniboss, fna, towerfall, matt-makes-games, great-graphics, character-development","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",celeste,91.0,2018-01-25
Black Mesa,indie,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Co-op, Story Rich, First-Person, Sci-fi, Partial Controller Support, Horror, FPS, Classic, Online multiplayer, Early Access, Cross-Platform Multiplayer, Zombies, Includes level editor, exclusive, Captions available, Aliens, true exclusive, Remake, Includes Source SDK, Mod","PC, Linux",black-mesa,86.0,2020-03-06
Overcooked,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative, Funny, Difficult, Split Screen, Local Co-Op, Local Multiplayer, Family Friendly, Colorful, Memes, 4 Player Local, Co-op Campaign","PC, Xbox One, PlayStation 4, Nintendo Switch",overcooked,81.0,2016-08-01
Rust,indie,"Multiplayer, Co-op, Open World, cooperative, First-Person, FPS, Online Co-Op, Sandbox, Survival, Early Access, Steam Workshop, PvP, Cross-Platform Multiplayer, Nudity, In-App Purchases, Survival Horror, Post-apocalyptic, Crafting, Building, Valve Anti-Cheat enabled, mmo","PC, Xbox One, PlayStation 4, macOS, Linux",rust,66.0,2018-02-09
Human: Fall Flat,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Co-op, Open World, cooperative, Funny, Sandbox, Survival, Split Screen, Local Co-Op, Local Multiplayer, stats, controller support, Physics, Memes, Puzzle-Platformer, 3D Platformer, soft-body physics","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",human-fall-flat,70.0,2016-07-22
Doki Doki Literature Club!,indie,"Singleplayer, Horror, Free to Play, Anime, Cute, Visual Novel, Romance, Dating Sim","PC, macOS, Linux",doki-doki-literature-club,78.0,2017-09-22
The Long Dark,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Open World, First-Person, Horror, Difficult, Exploration, Steam Leaderboards, Sandbox, Female Protagonist, Survival, Early Access, Survival Horror, Post-apocalyptic, Crafting, Walking Simulator, overlay, in development","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",the-long-dark,76.0,2014-09-22
Titan Souls,indie,"Singleplayer, Steam Achievements, Full controller support, Atmospheric, Great Soundtrack, 2D, Fantasy, Difficult, Action-Adventure, Pixel Graphics, Controller, Retro, controller support, Short, Roguelike, Top-Down","PC, PlayStation 4, macOS, PS Vita",titan-souls,74.0,2015-04-13
Divinity: Original Sin - Enhanced Edition,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, Co-op, Story Rich, Open World, cooperative, Fantasy, Split Screen, Local Co-Op, Cross-Platform Multiplayer, Character Customization, Turn-Based, Captions available, Isometric, Turn-Based Strategy, Turn-Based Combat, CRPG, Party-Based RPG","PC, Xbox One, PlayStation 4, macOS, Linux",divinity-original-sin-enhanced-edition,94.0,2015-10-27
Hacknet,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Sci-fi, Horror, Steam Workshop, Includes level editor, Captions available, Cyberpunk, Education, Hacking, Programming, Typing","PC, macOS, Linux",hacknet,82.0,2015-08-11
Guns of Icarus Online,indie,"Steam Achievements, Multiplayer, steam-trading-cards, Co-op, cooperative, First-Person, Partial Controller Support, FPS, Online Co-Op, Tactical, stats, Steam Workshop, PvP, Team-Based, Competitive, Steampunk, Kickstarter, Class-Based, Flight","PC, macOS, Linux",guns-of-icarus-online,64.0,2012-09-30
Dear Esther: Landmark Edition,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, First-Person, Exploration, Walking Simulator, Commentary available","PC, Xbox One, PlayStation 4, macOS",dear-esther-landmark-edition,,2017-02-14
Prison Architect,indie,"Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, 2D, Funny, Sandbox, Comedy, Steam Workshop, Includes level editor, Moddable, Replay Value, Building, RTS, Top-Down, overlay, Management, achievements, Base Building, Resource Management, Economy, City Builder","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",prison-architect-all-day-and-a-psych,83.0,2015-10-05
Minion Masters,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, RPG, Co-op, Online Co-Op, Fantasy, Gore, Violent, Online multiplayer, Controller, PvP, In-App Purchases, Competitive, Top-Down, Blood, Card Game, Real-Time, Real Time Tactics, Strategy RPG, Trading Card Game","PC, Xbox One",minion-masters,,2019-05-24
Beholder,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, 2D, Horror, Violent, Stealth, Dark, Point & Click, Choices Matter, Multiple Endings, Dystopian, Political","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",beholder,75.0,2016-11-08
Stray,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Open World, Third Person, Sci-fi, Horror, Exploration, Stealth, exclusive, Cute, Mystery, Colorful, Cyberpunk, Dystopian, Steam Trading Cards, Robots, Beautiful, Remote Play on TV, cats","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",stray-2,82.0,2022-07-19
Jotun: Valhalla Edition,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, 2D, Fantasy, Difficult, Exploration, Female Protagonist, Controller, Isometric, Hand-drawn, Kickstarter, Mythology, Boss battle, Norse","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",jotun,79.0,2015-09-29
Starbound,indie,"Singleplayer, Steam Achievements, Multiplayer, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Co-op, Open World, cooperative, 2D, Sci-fi, Online Co-Op, Exploration, Sandbox, Survival, Online multiplayer, Pixel Graphics, Steam Workshop, Cross-Platform Multiplayer, Space, Crafting, Building, overlay","PC, macOS, Linux",starbound,81.0,2016-07-22
Sanctum 2,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, Co-op, cooperative, First-Person, Sci-fi, FPS, Online Co-Op, Funny, Steam Leaderboards, Female Protagonist, Survival, Futuristic, Aliens, Tower Defense","PC, macOS, Linux, Xbox 360, PlayStation 3",sanctum-2,77.0,2013-05-15
Braid,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, 2D, Fantasy, Difficult, Classic, Controller, controller support, Side Scroller, overlay, Puzzle-Platformer, Time Travel, Time Manipulation","PC, Xbox One, iOS, macOS, Linux, Xbox 360, PlayStation 3",braid,92.0,2008-08-06
Serious Sam Fusion 2017 (beta),indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Co-op, cooperative, First-Person, FPS, Online Co-Op, Gore, Steam Leaderboards, Comedy, Violent, Online multiplayer, Split Screen, Local Co-Op, Local Multiplayer, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, VR","PC, macOS, Linux",serious-sam-fusion-2017-beta,,2017-03-20
Trine Enchanted Edition,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Co-op, cooperative, 2D, Online Co-Op, Fantasy, Female Protagonist, Split Screen, Local Co-Op, Local Multiplayer, Steam Workshop, Includes level editor, Physics, 3D Vision, Puzzle-Platformer","PC, PlayStation 4, Nintendo Switch, macOS, Linux",trine-enchanted-edition,80.0,2009-07-02
Enter the Gungeon,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Great Soundtrack, Co-op, cooperative, Funny, Difficult, Split Screen, Local Co-Op, Action-Adventure, Pixel Graphics, controller support, Roguelike, Roguelite, Dungeon Crawler, Shoot 'Em Up, achievements, Loot, Bullet Hell, Top-Down Shooter, Twin Stick Shooter","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",enter-the-gungeon,84.0,2016-04-04
Serious Sam 3: BFE,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Co-op, cooperative, First-Person, Sci-fi, FPS, Online Co-Op, Funny, Gore, Difficult, Steam Leaderboards, Comedy, Split Screen, Local Co-Op, Local Multiplayer, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Nudity, Aliens","PC, macOS, Linux, Xbox 360, PlayStation 3",serious-sam-3-bfe,72.0,2011-11-22
Mark of the Ninja,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, 2D, Steam Leaderboards, Stealth, Controller, Dark, controller support, Replay Value, Short, Side Scroller, Assassin, Cartoon, Ninja","PC, Nintendo Switch, macOS, Linux, Xbox 360",mark-of-the-ninja,91.0,2012-09-07
BattleBlock Theater,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative, 2D, Online Co-Op, Funny, Difficult, Steam Leaderboards, Sandbox, Comedy, Online multiplayer, Split Screen, Local Co-Op, Local Multiplayer, stats, Steam Workshop, Includes level editor, Team-Based, Level Editor, cats","PC, Xbox One, macOS, Linux, Xbox 360",battleblock-theater,85.0,2013-04-03
Drawful 2,indie,"Steam Achievements, Multiplayer, Steam Cloud, Co-op, cooperative, Partial Controller Support, Funny, Comedy, Local Multiplayer, Family Friendly, party, Board Game","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",drawful-2,74.0,2016-06-20
Orwell: Keeping an Eye On You,indie,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Point & Click, Mystery, Choices Matter, Cyberpunk, Dystopian, Visual Novel, Detective, Episodic, Interactive Fiction, Political, Hacking, Politics, Mouse only","PC, iOS, Android, macOS, Linux",orwell,77.0,2016-10-27
Slay the Spire,indie,"Singleplayer, Steam Achievements, 2D, Steam Leaderboards, stats, Early Access, role-playing, Dungeon Crawler","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",slay-the-spire,86.0,2019-01-22
Deep Rock Galactic,indie,"Singleplayer, Multiplayer, Full controller support, Co-op, cooperative, Sci-fi, Horror, FPS, Online Co-Op, Exploration, Free to Play, Online multiplayer, Early Access, Mining","PC, PlayStation 5, PlayStation 4",deep-rock-galactic,84.0,2020-05-13
Oxenfree,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Horror, Female Protagonist, Captions available, Mystery, Short, Choices Matter, Side Scroller, Walking Simulator, Multiple Endings, overlay, achievements, 2.5D, Supernatural, Lovecraftian, Thriller","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",oxenfree,80.0,2016-01-14
Broken Age,indie,"Singleplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Sci-fi, Fantasy, Funny, Female Protagonist, Comedy, Action-Adventure, Controller, Point & Click, Short, Hand-drawn, Kickstarter, Episodic, Touch-Friendly, Crowdfunded, Coming Of Age","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PS Vita",broken-age,81.0,2014-01-28
ABZU,indie,"Singleplayer, Steam Achievements, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, Third Person, Fantasy, Exploration, Controller, Family Friendly, Short, Colorful, Walking Simulator, Relaxing, Underwater","PC, Xbox One, PlayStation 4, Nintendo Switch",abzu-2,83.0,2016-08-02
Child of Light,indie,"Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, 2D, Partial Controller Support, Fantasy, Female Protagonist, Split Screen, Local Co-Op, role-playing, Turn-Based, Cute, Side Scroller, Turn-Based Strategy, Metroidvania, Hand-drawn","PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, PlayStation 3, PS Vita, Wii U",child-of-light,77.0,2014-04-29
Vampire Survivors,indie,"Singleplayer, Steam Achievements, Full controller support, RPG, 2D, Pixel Graphics, Action RPG, Controller, Early Access, Retro, Dark Fantasy, Roguelike, Metroidvania, Roguelite, Loot, Bullet Hell, Touch-Friendly, 1980s, Score Attack, Vampire, Action Roguelike, Spooky, Halloween","PC, Xbox One, Nintendo Switch, iOS, Android, Web",vampire-survivors,,2022-10-20
Monaco: What's Yours Is Mine,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, 2D, Online Co-Op, Steam Leaderboards, Split Screen, Stealth, Local Co-Op, Pixel Graphics, Controller, Local Multiplayer, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Crime, Top-Down, Loot, Heist","PC, macOS, Linux, Xbox 360",monaco-whats-yours-is-mine,83.0,2013-04-24
The Flame in the Flood,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Open World, Difficult, Exploration, Female Protagonist, Survival, Post-apocalyptic, Crafting, Roguelike, Isometric, Roguelite, Kickstarter","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",the-flame-in-the-flood,73.0,2016-02-23
The Talos Principle,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, First-Person, Third Person, Sci-fi, Difficult, Exploration, Controller, Steam Workshop, Includes level editor, Post-apocalyptic, Mystery, Walking Simulator, Multiple Endings, Robots, Philisophical","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",the-talos-principle,85.0,2014-12-11
Divinity: Original Sin,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Co-op, Story Rich, Open World, cooperative, Online Co-Op, Fantasy, Female Protagonist, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Turn-Based, Captions available, Isometric, Turn-Based Strategy, Magic, Kickstarter, CRPG, Crowdfunded","PC, Xbox One, PlayStation 4, macOS",divinity-original-sin,87.0,2014-06-30
Spelunky,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, steam-trading-cards, Great Soundtrack, Co-op, cooperative, 2D, Difficult, Steam Leaderboards, Split Screen, Local Co-Op, Controller, Local Multiplayer, Retro, controller support, Replay Value, Side Scroller, Roguelike, overlay, Roguelite, Procedural Generation, Perma Death","PC, PlayStation 4, Xbox 360, PlayStation 3, PS Vita",spelunky,90.0,2012-07-04
